,acc,loss,lr,val_acc,val_loss
0,0.847108671046,0.471532523428,0.0010000000475,0.975119036351,0.107566513212
1,0.952646647058,0.152740403178,0.0010000000475,0.981309515493,0.0869450883337
2,0.968192384815,0.106414720854,0.0010000000475,0.987619041701,0.0550041514005
3,0.971802816948,0.0938701289282,0.0010000000475,0.986428564957,0.061573287646
4,0.975502764349,0.081856406508,0.0010000000475,0.988571423321,0.0446321806077
5,0.978068856786,0.0729352151648,0.0010000000475,0.9891666617,0.0458859365438
6,0.978993843953,0.069748752231,0.0010000000475,0.990833328962,0.0349845769202
7,0.980083473676,0.0625843868477,0.0010000000475,0.990714281287,0.0362919690617
8,0.980440746009,0.0672307242907,0.0010000000475,0.989285709163,0.0436595875439
9,0.981977672528,0.0610913852536,0.0010000000475,0.992380948748,0.0307979666064
10,0.982126864331,0.0577049544435,0.0010000000475,0.991904758045,0.0382586315558
11,0.982992174304,0.0567502796059,0.0010000000475,0.993333330154,0.030133109905
12,0.985468752612,0.0499135476283,0.0010000000475,0.99119047199,0.0307238775373
13,0.986095356697,0.0466874465647,0.0010000000475,0.992261901072,0.0259424908659
14,0.985211680486,0.0512911152536,0.0010000000475,0.992142853396,0.0293951521446
15,0.985367886021,0.0483933498308,0.0010000000475,0.993690473182,0.0246656817444
16,0.986692122623,0.0451915813302,0.0010000000475,0.99202380572,0.0271834243607
17,0.986900990505,0.0451867427431,0.0010000000475,0.992499996424,0.0275550184831
18,0.986751799094,0.0447152257874,0.0010000000475,0.994999997616,0.0217634725939
19,0.986900990352,0.0439910436691,0.0010000000475,0.993690473182,0.0232087210747
20,0.987020343668,0.0439661195459,0.0010000000475,0.994761902264,0.0228438743661
21,0.986781637495,0.044525169102,0.0010000000475,0.993333330154,0.0259048755739
22,0.986930828622,0.0420587322974,0.0010000000475,0.993809520858,0.0209950270661
23,0.989795304557,0.0337751870962,0.000500000023749,0.995238092967,0.0190609611395
24,0.991048512748,0.0303065575131,0.000500000023749,0.994999997616,0.0185347503769
25,0.991257380805,0.0281345475234,0.000500000023749,0.994523806913,0.0196287339777
26,0.990869483025,0.02833822702,0.000500000023749,0.994047616209,0.0193969320284
27,0.990899321358,0.0297384830834,0.000500000023749,0.995476188319,0.0179246550762
28,0.991824308372,0.0262128682069,0.000500000023749,0.993928568533,0.0188261801888
29,0.991496087173,0.0273722351799,0.000500000023749,0.993928568533,0.0194059082103
30,0.991824308329,0.0276401713627,0.000500000023749,0.99488094994,0.0186539933393
31,0.991287219138,0.0282619654883,0.000500000023749,0.993333330154,0.0203039425271
32,0.992659780471,0.0231326161992,0.000250000011874,0.995238092967,0.0185378768912
33,0.992421074123,0.0238999761194,0.000250000011874,0.994285711561,0.0178751338493
34,0.992719457052,0.0225315797335,0.000250000011874,0.994761902264,0.0182551084335
35,0.993256546286,0.0207080410835,0.000125000005937,0.995238092967,0.016141747376
36,0.994241209882,0.0199257664977,0.000125000005937,0.995357140643,0.0157773692072
37,0.993733958938,0.0186602935121,0.000125000005937,0.995119045292,0.0163429414415
38,0.99445007796,0.0186285967905,6.25000029686e-05,0.995119045292,0.0159557926701
39,0.993644444066,0.0210640847941,6.25000029686e-05,0.995238092967,0.0155266297719
40,0.99456943108,0.0183362696614,6.25000029686e-05,0.995357140643,0.0157317327553
41,0.994360563045,0.0185200709054,3.12500014843e-05,0.995476188319,0.0154884531888
42,0.994479916208,0.0190634536184,3.12500014843e-05,0.995595235995,0.0158581782287
43,0.994539592789,0.0176644375809,3.12500014843e-05,0.995714283671,0.0155928850267
44,0.994688784243,0.0174551838343,3.12500014843e-05,0.995714283671,0.0155193638623
45,0.99495732886,0.0173127227426,3.12500014843e-05,0.995595235995,0.0155947172328
46,0.99495732886,0.0171433432262,3.12500014843e-05,0.995833331347,0.0156326882177
47,0.994543825663,0.0182497127418,3.12500014843e-05,0.995833331347,0.0155075999031
48,0.994360563087,0.0173713378219,3.12500014843e-05,0.995476188319,0.0155735232085
49,0.9941471544,0.018899453378,3.12500014843e-05,0.995476188319,0.0155940729053
50,0.994957328903,0.0170507568892,3.12500014843e-05,0.995476188319,0.0157889045282
51,0.994927490569,0.0174237280675,1.56250007421e-05,0.995476188319,0.0156221128497
52,0.994603455984,0.0164890828505,1.56250007421e-05,0.995357140643,0.0154031772075
53,0.994356184621,0.0169757967972,1.56250007421e-05,0.995714283671,0.0156658205958
54,0.994633271144,0.0162677121085,9.99999974738e-06,0.995476188319,0.0155947803458
55,0.994445769014,0.0183205831367,9.99999974738e-06,0.995595235995,0.0155733397397
56,0.994300886506,0.0183909178997,9.99999974738e-06,0.995595235995,0.0154458441744
57,0.994927490569,0.016671787246,9.99999974738e-06,0.995476188319,0.0156106016948
58,0.994300886463,0.0178943631186,9.99999974738e-06,0.995476188319,0.0155659117534
59,0.995438280472,0.015166122664,9.99999974738e-06,0.995357140643,0.0155183282527
60,0.9941471544,0.0191081900023,9.99999974738e-06,0.995476188319,0.0157542498013
61,0.994841977266,0.0165378848449,9.99999974738e-06,0.995476188319,0.0155422072216
62,0.994774245,0.0162833387311,9.99999974738e-06,0.995476188319,0.0156859161229
63,0.99456943108,0.0180096389153,9.99999974738e-06,0.995476188319,0.0158341528978
64,0.994871792426,0.0172355311859,9.99999974738e-06,0.995476188319,0.0155147335799
65,0.994535353385,0.0172789251609,9.99999974738e-06,0.995476188319,0.0156936735912
66,0.995080498549,0.0168753901554,9.99999974738e-06,0.995714283671,0.0155860032313
67,0.994595076257,0.0172049179969,9.99999974738e-06,0.995714283671,0.0153695390904
68,0.99483797574,0.0163712793432,9.99999974738e-06,0.995476188319,0.0153080196603
69,0.994539592789,0.0177408194534,9.99999974738e-06,0.995476188319,0.015559777261
70,0.995494418094,0.015518564969,9.99999974738e-06,0.995476188319,0.0156620466082
71,0.994151695009,0.0186983818709,9.99999974738e-06,0.995476188319,0.0155978590059
72,0.995076682023,0.0162382550991,9.99999974738e-06,0.995476188319,0.0154944010607
73,0.994658945952,0.0168042910048,9.99999974738e-06,0.995714283671,0.0154377249643
74,0.995017005442,0.0174330122552,9.99999974738e-06,0.995357140643,0.0155035990676
75,0.994450077917,0.016951465797,9.99999974738e-06,0.995714283671,0.0155465498328
76,0.995554094675,0.0157750127296,9.99999974738e-06,0.995357140643,0.0156424608555
77,0.994778299115,0.0165182286498,9.99999974738e-06,0.995357140643,0.0153827626397
78,0.995076682066,0.016130609447,9.99999974738e-06,0.995595235995,0.0153032330326
79,0.995404903222,0.0149191211264,9.99999974738e-06,0.995357140643,0.0154504664205
80,0.994987167151,0.0166920782603,9.99999974738e-06,0.995476188319,0.0152842985766
81,0.99456943108,0.0168956026018,9.99999974738e-06,0.995595235995,0.015471442431
82,0.994599269413,0.0168556164005,9.99999974738e-06,0.995476188319,0.0155610211934
83,0.99534522664,0.0157161435207,9.99999974738e-06,0.995476188319,0.0155190415236
84,0.99447991625,0.0170857753121,9.99999974738e-06,0.995714283671,0.01565806524
85,0.994509754498,0.017295905079,9.99999974738e-06,0.995476188319,0.0155399465549
86,0.994479916208,0.0166056299169,9.99999974738e-06,0.995476188319,0.0154138935819
87,0.994867813988,0.0156486182648,9.99999974738e-06,0.995833331347,0.015517639445
88,0.994390401378,0.0181531958444,9.99999974738e-06,0.995714283671,0.0154939849417
89,0.994599269371,0.0186614513831,9.99999974738e-06,0.995595235995,0.0154135957979
90,0.994931422747,0.0163353535327,9.99999974738e-06,0.995595235995,0.0154077852078
91,0.994177015857,0.0178361689778,9.99999974738e-06,0.995714283671,0.0155879036084
92,0.995736432076,0.0153601138257,9.99999974738e-06,0.995714283671,0.015616117963
93,0.994505491971,0.0177661509101,9.99999974738e-06,0.995595235995,0.0153852363679
94,0.995020868228,0.0161906190356,9.99999974738e-06,0.995714283671,0.0154415106358
95,0.994987167151,0.0161668293586,9.99999974738e-06,0.995595235995,0.0153884592415
96,0.995673447838,0.0143111039565,9.99999974738e-06,0.995595235995,0.0154412974438
97,0.994565214843,0.0180444569573,9.99999974738e-06,0.995595240167,0.0153775847111
